y,m1,m2,x1,x2,u,v
NA,NA,NA,1,-0.527203698,-0.16,-1
NA,NA,NA,1,-0.186646941,-0.14,-1
NA,NA,NA,1,0.997846759,-0.12,-1
NA,NA,NA,1,-0.597402194,-0.1,-1
NA,NA,NA,1,0.194723895,-0.08,-1
NA,NA,NA,1,0.069708201,-0.06,-1
NA,NA,NA,1,-0.694134087,-0.04,-1
NA,NA,NA,1,-0.224644806,-0.02,-1
NA,NA,NA,1,-0.923110683,0,-1
NA,NA,NA,1,0.594124404,0.02,-1
NA,NA,NA,1,0.844224481,0.04,-1
NA,NA,NA,1,0.803487883,0.06,-1
NA,NA,NA,1,0.764730012,0.08,-1
NA,NA,NA,1,-0.151219333,0.1,-1
NA,NA,NA,1,-0.571725638,0.12,-1
NA,NA,NA,1,-0.583114231,0.14,-1
NA,NA,NA,1,0.282565144,0.16,-1
NA,NA,NA,1,-0.727415446,0.18,-1
NA,NA,NA,1,-0.071808907,0.2,-1
NA,NA,NA,1,-0.964006319,0.22,-1
NA,NA,NA,1,-0.378241043,0.24,-1
NA,NA,NA,1,0.487532097,0.26,-1
NA,NA,NA,1,-0.625734722,0.28,-1
NA,NA,NA,1,0.919460733,0.3,-1
NA,NA,NA,1,0.607570413,0.32,-1
NA,NA,NA,1,0.583129121,0.34,-1
NA,NA,NA,1,-0.670272103,0.36,-1
NA,NA,NA,1,0.594775449,0.38,-1
NA,NA,NA,1,-0.706104207,0.4,-1
NA,NA,NA,1,-0.024866117,0.42,-1
NA,NA,NA,1,0.039653619,0.44,-1
NA,NA,NA,1,0.670257103,0.46,-1
NA,NA,NA,1,-0.357493467,0.48,-1
NA,NA,NA,1,-0.866198875,0.5,-1
NA,NA,NA,1,0.933266809,0.52,-1
NA,NA,NA,1,0.739454549,0.54,-1
NA,NA,NA,1,0.018270224,0.56,-1
NA,NA,NA,1,0.311080542,0.58,-1
NA,NA,NA,1,0.439994616,0.6,-1
NA,NA,NA,1,-0.475206946,0.62,-1
NA,NA,NA,1,0.905132739,0.64,-1
NA,NA,NA,1,-0.346937625,0.66,-1
NA,NA,NA,1,0.85208602,0.68,-1
NA,NA,NA,1,-0.922616117,0.7,-1
NA,NA,NA,1,-0.40239001,0.72,-1
NA,NA,NA,1,0.620729317,0.74,-1
NA,NA,NA,1,-0.846467996,0.76,-1
NA,NA,NA,1,0.283292135,0.78,-1
NA,NA,NA,1,-0.25129793,0.8,-1
NA,NA,NA,1,-0.405589084,0.82,-1
NA,NA,NA,1,0.784136061,0.84,-1
NA,NA,NA,1,0.324815504,0.86,-1
NA,NA,NA,1,-0.984838229,0.88,-1
NA,NA,NA,1,-0.519244007,0.9,-1
NA,NA,NA,1,0.844222229,0.92,-1
NA,NA,NA,1,-0.843601787,0.94,-1
NA,NA,NA,1,0.304295835,0.96,-1
NA,NA,NA,1,0.705299749,0.98,-1
NA,NA,NA,1,-0.147992858,1,-1
NA,NA,NA,1,-0.216186084,1.02,-1
NA,NA,NA,1,0.139478901,1.04,-1
NA,NA,NA,1,-0.75674782,1.06,-1
NA,NA,NA,1,-0.950775051,1.08,-1
NA,NA,NA,1,0.073634636,1.1,-1
NA,NA,NA,1,-0.553108813,1.12,-1
NA,NA,NA,1,0.32173413,1.14,-1
NA,NA,NA,1,0.93121293,1.16,-1
NA,NA,NA,1,0.332083629,1.18,-1
NA,NA,NA,1,-0.094569621,1.2,-1
NA,NA,NA,1,0.626965198,1.22,-1
NA,NA,NA,1,-0.790433156,1.24,-1
NA,NA,NA,1,-0.274146563,1.26,-1
NA,NA,NA,1,-0.524538055,1.28,-1
NA,NA,NA,1,-0.314840608,1.3,-1
NA,NA,NA,1,-0.523451849,1.32,-1
NA,NA,NA,1,0.418243339,1.34,-1
NA,NA,NA,1,0.517647237,1.36,-1
NA,NA,NA,1,-0.659071922,1.38,-1
NA,NA,NA,1,0.518951917,1.4,-1
NA,NA,NA,1,-0.412997025,1.42,-1
NA,NA,NA,1,-0.343154282,1.44,-1
NA,NA,NA,1,-0.689152792,1.46,-1
NA,NA,NA,1,-0.80168501,1.48,-1
NA,NA,NA,1,-0.494539788,1.5,-1
NA,NA,NA,1,0.815811987,1.52,-1
NA,NA,NA,1,-0.636645391,1.54,-1
NA,NA,NA,1,-0.358756829,1.56,-1
NA,NA,NA,1,0.840524348,1.58,-1
NA,NA,NA,1,0.537488899,1.6,-1
NA,NA,NA,1,0.224272551,1.62,-1
NA,NA,NA,1,0.370132009,1.64,-1
NA,NA,NA,1,-0.624457045,1.66,-1
NA,NA,NA,1,-0.65227582,1.68,-1
NA,NA,NA,1,-0.895411777,1.7,-1
NA,NA,NA,1,-0.312166851,1.72,-1
NA,NA,NA,1,-0.703364447,1.74,-1
NA,NA,NA,1,0.113740314,1.76,-1
NA,NA,NA,1,0.313101352,1.78,-1
NA,NA,NA,1,-0.330689224,1.8,-1
NA,NA,NA,1,-0.753028696,1.82,-1
NA,NA,NA,1,-0.267851413,1.84,-1
NA,NA,NA,1,-0.391994845,1.86,-1
NA,NA,NA,1,0.18063537,1.88,-1
NA,NA,NA,1,-0.880245301,1.9,-1
NA,NA,NA,1,0.9197533,1.92,-1
NA,NA,NA,1,-0.231555313,1.94,-1
NA,NA,NA,1,0.673226153,1.96,-1
NA,NA,NA,1,-0.958998928,1.98,-1
NA,NA,NA,1,0.117049647,2,-1
NA,NA,NA,1,0.833912167,2.02,-1
NA,NA,NA,1,0.069069771,2.04,-1
NA,NA,NA,1,0.897696177,2.06,-1
NA,NA,NA,1,0.842526244,2.08,-1
NA,NA,NA,1,0.314992177,2.1,-1
NA,NA,NA,1,0.431038206,2.12,-1
NA,NA,NA,1,0.591000992,2.14,-1
NA,NA,NA,1,-0.850395638,2.16,-1
NA,NA,NA,1,-0.005319703,2.18,-1
NA,NA,NA,1,-0.368182022,2.2,-1
NA,NA,NA,1,0.58097875,2.22,-1
NA,NA,NA,1,0.589982498,2.24,-1
NA,NA,NA,1,0.165326187,2.26,-1
NA,NA,NA,1,0.952991453,2.28,-1
NA,NA,NA,1,-0.939848086,2.3,-1
NA,NA,NA,1,0.255443141,2.32,-1
NA,NA,NA,1,-0.064697957,2.34,-1
NA,NA,NA,1,0.54268705,2.36,-1
NA,NA,NA,1,0.055463171,2.38,-1
NA,NA,NA,1,0.258959366,2.4,-1
NA,NA,NA,1,-0.543295472,2.42,-1
NA,NA,NA,1,0.345749549,2.44,-1
NA,NA,NA,1,-0.160919936,2.46,-1
NA,NA,NA,1,-0.334387579,2.48,-1
NA,NA,NA,1,0.34255391,2.5,-1
NA,NA,NA,1,0.745247453,2.52,-1
NA,NA,NA,1,0.966148199,2.54,-1
NA,NA,NA,1,-0.022600335,2.56,-1
NA,NA,NA,1,0.204861079,2.58,-1
NA,NA,NA,1,-0.667852736,2.6,-1
NA,NA,NA,1,0.590624859,2.62,-1
NA,NA,NA,1,0.592375515,2.64,-1
NA,NA,NA,1,-0.904549384,2.66,-1
NA,NA,NA,1,-0.601906395,2.68,-1
NA,NA,NA,1,0.507773793,2.7,-1
NA,NA,NA,1,-0.450471301,2.72,-1
NA,NA,NA,1,0.928753242,2.74,-1
NA,NA,NA,1,-0.781329336,2.76,-1
NA,NA,NA,1,-0.988574049,2.78,-1
NA,NA,NA,1,-0.816632152,2.8,-1
NA,NA,NA,1,-0.460761422,2.82,-1
NA,NA,NA,1,0.290909814,2.84,-1
NA,NA,NA,1,0.307959095,2.86,-1
NA,NA,NA,1,0.474540746,2.88,-1
NA,NA,NA,1,-0.70012924,2.9,-1
NA,NA,NA,1,-0.385643251,2.92,-1
NA,NA,NA,1,-0.911999016,2.94,-1
NA,NA,NA,1,0.382755034,2.96,-1
NA,NA,NA,1,0.942599849,2.98,-1
NA,NA,NA,1,0.534140276,3,-1
NA,NA,NA,1,0.997742415,3.02,-1
NA,NA,NA,1,-0.439794404,3.04,-1
NA,NA,NA,1,-0.242065404,3.06,-1
NA,NA,NA,1,0.571330656,3.08,-1
NA,NA,NA,1,-0.057220654,3.1,-1
NA,NA,NA,1,0.689585892,3.12,-1
NA,NA,NA,1,-0.554410712,3.14,-1
NA,NA,NA,1,-0.807265434,3.16,-1
NA,NA,NA,1,-0.529445845,3.18,-1
NA,NA,NA,1,0.815970387,3.2,-1
NA,NA,NA,1,-0.777598058,3.22,-1
NA,NA,NA,1,0.652896626,3.24,-1
NA,NA,NA,1,-0.969483945,3.26,-1
NA,NA,NA,1,-0.169779183,3.28,-1
NA,NA,NA,1,-0.643161864,3.3,-1
NA,NA,NA,1,0.664310928,3.32,-1
NA,NA,NA,1,0.605965463,3.34,-1
NA,NA,NA,1,-0.858972216,3.36,-1
NA,NA,NA,1,0.179301509,3.38,-1
NA,NA,NA,1,-0.685781256,3.4,-1
NA,NA,NA,1,-0.74005132,3.42,-1
NA,NA,NA,1,0.722610221,3.44,-1
NA,NA,NA,1,0.024572038,3.46,-1
NA,NA,NA,1,0.811957679,3.48,-1
NA,NA,NA,1,-0.765282872,3.5,-1
NA,NA,NA,1,-0.804869494,-1,-0.98
NA,NA,NA,1,-0.220451716,-0.98,-0.98
NA,NA,NA,1,-0.228254735,-0.96,-0.98
NA,NA,NA,1,0.053576352,-0.94,-0.98
NA,NA,NA,1,0.581886237,-0.92,-0.98
NA,NA,NA,1,0.666753258,-0.9,-0.98
NA,NA,NA,1,-0.265249687,-0.88,-0.98
NA,NA,NA,1,-0.415636909,-0.86,-0.98
NA,NA,NA,1,-0.903915559,-0.84,-0.98
NA,NA,NA,1,0.543533861,-0.82,-0.98
NA,NA,NA,1,-0.112874531,-0.8,-0.98
NA,NA,NA,1,0.582070914,-0.78,-0.98
NA,NA,NA,1,-0.76721942,-0.76,-0.98
NA,NA,NA,1,0.542664004,-0.74,-0.98
NA,NA,NA,1,0.84662809,-0.72,-0.98
NA,NA,NA,1,-0.024834557,-0.7,-0.98
NA,NA,NA,1,-0.958916053,-0.68,-0.98
NA,NA,NA,1,0.978901814,-0.66,-0.98
NA,NA,NA,1,0.609649956,-0.64,-0.98
NA,NA,NA,1,-0.328027506,-0.62,-0.98
NA,NA,NA,1,-0.490980917,-0.6,-0.98
NA,NA,NA,1,-0.555134268,-0.58,-0.98
NA,NA,NA,1,-0.325390911,-0.56,-0.98
NA,NA,NA,1,0.354066239,-0.54,-0.98
NA,NA,NA,1,0.817697299,-0.52,-0.98
NA,NA,NA,1,-0.875687074,-0.5,-0.98
NA,NA,NA,1,0.959031976,-0.48,-0.98
NA,NA,NA,1,-0.705280449,-0.46,-0.98
NA,NA,NA,1,0.857514482,-0.44,-0.98
NA,NA,NA,1,0.077158519,-0.42,-0.98
NA,NA,NA,1,-0.124174452,-0.4,-0.98
NA,NA,NA,1,0.774101605,-0.38,-0.98
NA,NA,NA,1,0.857670303,-0.36,-0.98
NA,NA,NA,1,-0.184613525,-0.34,-0.98
NA,NA,NA,1,0.640241506,-0.32,-0.98
NA,NA,NA,1,-0.696895816,-0.3,-0.98
NA,NA,NA,1,-0.388570825,-0.28,-0.98
NA,NA,NA,1,0.039067503,-0.26,-0.98
NA,NA,NA,1,-0.435707851,-0.24,-0.98
NA,NA,NA,1,-0.607129198,-0.22,-0.98
NA,NA,NA,1,-0.274966715,-0.2,-0.98
NA,NA,NA,1,0.03483249,-0.18,-0.98
NA,NA,NA,1,0.85398414,-0.16,-0.98
NA,NA,NA,1,-0.178865339,-0.14,-0.98
NA,NA,NA,1,-0.298790266,-0.12,-0.98
NA,NA,NA,1,-0.25170496,-0.1,-0.98
NA,NA,NA,1,-0.336347279,-0.08,-0.98
NA,NA,NA,1,-0.784964035,-0.06,-0.98
NA,NA,NA,1,0.885934878,-0.04,-0.98
NA,NA,NA,1,0.259791512,-0.02,-0.98
NA,NA,NA,1,0.381924922,0,-0.98
NA,NA,NA,1,-0.339553484,0.02,-0.98
NA,NA,NA,1,0.501913901,0.04,-0.98
NA,NA,NA,1,0.399048002,0.06,-0.98
NA,NA,NA,1,0.008832567,0.08,-0.98
NA,NA,NA,1,0.090362845,0.1,-0.98
NA,NA,NA,1,-0.242848883,0.12,-0.98
NA,NA,NA,1,-0.852529623,0.14,-0.98
NA,NA,NA,1,0.164661115,0.16,-0.98
NA,NA,NA,1,0.146193814,0.18,-0.98
NA,NA,NA,1,-0.393118539,0.2,-0.98
NA,NA,NA,1,0.232332221,0.22,-0.98
NA,NA,NA,1,-0.535585807,0.24,-0.98
NA,NA,NA,1,0.853741483,0.26,-0.98
NA,NA,NA,1,-0.06571085,0.28,-0.98
NA,NA,NA,1,0.801133454,0.3,-0.98
NA,NA,NA,1,0.243464533,0.32,-0.98
NA,NA,NA,1,-0.00785452,0.34,-0.98
NA,NA,NA,1,0.339191525,0.36,-0.98
NA,NA,NA,1,-0.672057736,0.38,-0.98
NA,NA,NA,1,0.869314464,0.4,-0.98
NA,NA,NA,1,-0.038453963,0.42,-0.98
NA,NA,NA,1,-0.285941593,0.44,-0.98
NA,NA,NA,1,-0.957453778,0.46,-0.98
NA,NA,NA,1,0.782618933,0.48,-0.98
NA,NA,NA,1,0.54477573,0.5,-0.98
NA,NA,NA,1,0.194678124,0.52,-0.98
NA,NA,NA,1,-0.96325154,0.54,-0.98
NA,NA,NA,1,0.510589137,0.56,-0.98
NA,NA,NA,1,0.246470182,0.58,-0.98
NA,NA,NA,1,-0.592609469,0.6,-0.98
NA,NA,NA,1,0.472896293,0.62,-0.98
NA,NA,NA,1,0.183860214,0.64,-0.98
NA,NA,NA,1,0.533933354,0.66,-0.98
NA,NA,NA,1,0.09674213,0.68,-0.98
NA,NA,NA,1,0.26618847,0.7,-0.98
NA,NA,NA,1,-0.266800295,0.72,-0.98
NA,NA,NA,1,-0.559752269,0.74,-0.98
NA,NA,NA,1,0.688065825,0.76,-0.98
NA,NA,NA,1,-0.085588305,0.78,-0.98
NA,NA,NA,1,0.272877312,0.8,-0.98
NA,NA,NA,1,-0.044258903,0.82,-0.98
NA,NA,NA,1,-0.326536122,0.84,-0.98
NA,NA,NA,1,0.635536182,0.86,-0.98
NA,NA,NA,1,-0.704673622,0.88,-0.98
NA,NA,NA,1,-0.028571275,0.9,-0.98
NA,NA,NA,1,0.001672017,0.92,-0.98
NA,NA,NA,1,0.981773079,0.94,-0.98
NA,NA,NA,1,0.957016046,0.96,-0.98
NA,NA,NA,1,0.936674159,0.98,-0.98
NA,NA,NA,1,0.808840937,1,-0.98
NA,NA,NA,1,-0.985783041,1.02,-0.98
NA,NA,NA,1,-0.100616331,1.04,-0.98
NA,NA,NA,1,-0.319651854,1.06,-0.98
NA,NA,NA,1,-0.544817754,1.08,-0.98
NA,NA,NA,1,0.353824095,1.1,-0.98
NA,NA,NA,1,0.276033204,1.12,-0.98
NA,NA,NA,1,0.482748254,1.14,-0.98
NA,NA,NA,1,0.060514983,1.16,-0.98
NA,NA,NA,1,0.04591325,1.18,-0.98
NA,NA,NA,1,0.843687627,1.2,-0.98
NA,NA,NA,1,0.015195975,1.22,-0.98
NA,NA,NA,1,0.600763966,1.24,-0.98
NA,NA,NA,1,0.653931974,1.26,-0.98
NA,NA,NA,1,-0.50821232,1.28,-0.98
NA,NA,NA,1,0.093614095,1.3,-0.98
NA,NA,NA,1,-0.82590495,1.32,-0.98
NA,NA,NA,1,-0.172288895,1.34,-0.98
NA,NA,NA,1,-0.47077737,1.36,-0.98
NA,NA,NA,1,-0.160066201,1.38,-0.98
NA,NA,NA,1,-0.796424412,1.4,-0.98
NA,NA,NA,1,-0.382538899,1.42,-0.98
NA,NA,NA,1,0.348121992,1.44,-0.98
NA,NA,NA,1,-0.767238188,1.46,-0.98
NA,NA,NA,1,-0.924821427,1.48,-0.98
NA,NA,NA,1,0.234804282,1.5,-0.98
NA,NA,NA,1,-0.290287707,1.52,-0.98
NA,NA,NA,1,0.831974532,1.54,-0.98
NA,NA,NA,1,0.154047953,1.56,-0.98
NA,NA,NA,1,0.888313231,1.58,-0.98
NA,NA,NA,1,0.188131146,1.6,-0.98
NA,NA,NA,1,-0.925560155,1.62,-0.98
NA,NA,NA,1,-0.719993132,1.64,-0.98
NA,NA,NA,1,-0.249704326,1.66,-0.98
NA,NA,NA,1,0.331537799,1.68,-0.98
NA,NA,NA,1,-0.891831706,1.7,-0.98
NA,NA,NA,1,0.414460845,1.72,-0.98
NA,NA,NA,1,0.313426978,1.74,-0.98
NA,NA,NA,1,0.22637182,1.76,-0.98
NA,NA,NA,1,-0.476181285,1.78,-0.98
NA,NA,NA,1,0.459921246,1.8,-0.98
NA,NA,NA,1,-0.675800598,1.82,-0.98
NA,NA,NA,1,-0.191021964,1.84,-0.98
NA,NA,NA,1,-0.307975532,1.86,-0.98
NA,NA,NA,1,0.558132996,1.88,-0.98
NA,NA,NA,1,-0.864644152,1.9,-0.98
NA,NA,NA,1,0.351834889,1.92,-0.98
NA,NA,NA,1,0.788185479,1.94,-0.98
NA,NA,NA,1,-0.955045464,1.96,-0.98
NA,NA,NA,1,0.052945104,1.98,-0.98
NA,NA,NA,1,-0.63205544,2,-0.98
NA,NA,NA,1,-0.89780621,2.02,-0.98
NA,NA,NA,1,-0.568654704,2.04,-0.98
NA,NA,NA,1,-0.400355794,2.06,-0.98
NA,NA,NA,1,-0.739863303,2.08,-0.98
NA,NA,NA,1,-0.601596668,2.1,-0.98
NA,NA,NA,1,-0.349035257,2.12,-0.98
NA,NA,NA,1,-0.419868761,2.14,-0.98
NA,NA,NA,1,-0.979977893,2.16,-0.98
NA,NA,NA,1,-0.322770213,2.18,-0.98
NA,NA,NA,1,0.374766366,2.2,-0.98
NA,NA,NA,1,-0.233096506,2.22,-0.98
NA,NA,NA,1,0.004043273,2.24,-0.98
NA,NA,NA,1,0.318173243,2.26,-0.98
NA,NA,NA,1,-0.837465184,2.28,-0.98
NA,NA,NA,1,-0.650256169,2.3,-0.98
NA,NA,NA,1,0.220680367,2.32,-0.98
NA,NA,NA,1,-0.246414415,2.34,-0.98
NA,NA,NA,1,-0.21638718,2.36,-0.98
NA,NA,NA,1,-0.125941194,2.38,-0.98
NA,NA,NA,1,0.156347247,2.4,-0.98
NA,NA,NA,1,0.685460253,2.42,-0.98
NA,NA,NA,1,0.931840227,2.44,-0.98
NA,NA,NA,1,-0.399466122,2.46,-0.98
NA,NA,NA,1,0.165819603,2.48,-0.98
NA,NA,NA,1,-0.637363483,2.5,-0.98
NA,NA,NA,1,-0.205358346,2.52,-0.98
NA,NA,NA,1,0.544698938,2.54,-0.98
NA,NA,NA,1,0.618038559,2.56,-0.98
NA,NA,NA,1,0.254183392,2.58,-0.98
NA,NA,NA,1,-0.158203554,2.6,-0.98
NA,NA,NA,1,0.492313143,2.62,-0.98
NA,NA,NA,1,0.58940323,2.64,-0.98
NA,NA,NA,1,-0.262708907,2.66,-0.98
NA,NA,NA,1,0.473202017,2.68,-0.98
NA,NA,NA,1,0.061615498,2.7,-0.98
NA,NA,NA,1,-0.463159085,2.72,-0.98
NA,NA,NA,1,-0.231385495,2.74,-0.98
NA,NA,NA,1,-0.796966936,2.76,-0.98
NA,NA,NA,1,0.313906926,2.78,-0.98
NA,NA,NA,1,-0.258603318,2.8,-0.98
NA,NA,NA,1,-0.606586949,2.82,-0.98
NA,NA,NA,1,0.158592875,2.84,-0.98
NA,NA,NA,1,0.129801129,2.86,-0.98
NA,NA,NA,1,-0.081503825,2.88,-0.98
NA,NA,NA,1,0.983259308,2.9,-0.98
NA,NA,NA,1,0.317654571,2.92,-0.98
NA,NA,NA,1,-0.523831402,2.94,-0.98
NA,NA,NA,1,0.8379311,2.96,-0.98
NA,NA,NA,1,-0.084242464,2.98,-0.98
NA,NA,NA,1,0.928067327,3,-0.98
NA,NA,NA,1,0.817585913,3.02,-0.98
NA,NA,NA,1,0.013400064,3.04,-0.98
NA,NA,NA,1,-0.987732013,3.06,-0.98
NA,NA,NA,1,0.464061536,3.08,-0.98
NA,NA,NA,1,-0.466450259,3.1,-0.98
NA,NA,NA,1,0.649256021,3.12,-0.98
NA,NA,NA,1,0.067082478,3.14,-0.98
NA,NA,NA,1,-0.403001259,3.16,-0.98
NA,NA,NA,1,-0.441353567,3.18,-0.98
NA,NA,NA,1,0.824220293,3.2,-0.98
NA,NA,NA,1,-0.127099365,3.22,-0.98
NA,NA,NA,1,-0.709122802,3.24,-0.98
NA,NA,NA,1,0.963376655,3.26,-0.98
NA,NA,NA,1,0.660299332,3.28,-0.98
NA,NA,NA,1,-0.271067339,3.3,-0.98
NA,NA,NA,1,0.949216794,3.32,-0.98
NA,NA,NA,1,0.663104268,3.34,-0.98
NA,NA,NA,1,0.158125352,3.36,-0.98
NA,NA,NA,1,0.531173738,3.38,-0.98
NA,NA,NA,1,0.911594684,3.4,-0.98
NA,NA,NA,1,-0.913019524,3.42,-0.98
NA,NA,NA,1,-0.331191276,3.44,-0.98
NA,NA,NA,1,-0.11349618,3.46,-0.98
NA,NA,NA,1,-0.824157196,3.48,-0.98
NA,NA,NA,1,-0.599383031,3.5,-0.98
NA,NA,NA,1,0.597979891,-1,-0.96
NA,NA,NA,1,0.766238117,-0.98,-0.96
NA,NA,NA,1,0.781193598,-0.96,-0.96
NA,NA,NA,1,0.91979721,-0.94,-0.96
NA,NA,NA,1,0.104152095,-0.92,-0.96
NA,NA,NA,1,0.124871034,-0.9,-0.96
NA,NA,NA,1,-0.146518978,-0.88,-0.96
NA,NA,NA,1,0.308610772,-0.86,-0.96
NA,NA,NA,1,0.591198576,-0.84,-0.96
NA,NA,NA,1,-0.333277686,-0.82,-0.96
NA,NA,NA,1,0.980813242,-0.8,-0.96
NA,NA,NA,1,0.755188577,-0.78,-0.96
NA,NA,NA,1,0.02768309,-0.76,-0.96
NA,NA,NA,1,0.966294898,-0.74,-0.96
NA,NA,NA,1,-0.805031137,-0.72,-0.96
NA,NA,NA,1,0.947677503,-0.7,-0.96
NA,NA,NA,1,-0.988598492,-0.68,-0.96
NA,NA,NA,1,-0.802277628,-0.66,-0.96
NA,NA,NA,1,-0.488361589,-0.64,-0.96
NA,NA,NA,1,-0.980898806,-0.62,-0.96
NA,NA,NA,1,0.081512517,-0.6,-0.96
NA,NA,NA,1,0.599376892,-0.58,-0.96
NA,NA,NA,1,0.62924807,-0.56,-0.96
NA,NA,NA,1,0.120409757,-0.54,-0.96
NA,NA,NA,1,0.208764647,-0.52,-0.96
NA,NA,NA,1,-0.94787523,-0.5,-0.96
NA,NA,NA,1,-0.561574588,-0.48,-0.96
NA,NA,NA,1,0.940858917,-0.46,-0.96
NA,NA,NA,1,0.92876379,-0.44,-0.96
NA,NA,NA,1,0.270425966,-0.42,-0.96
NA,NA,NA,1,0.013578367,-0.4,-0.96
NA,NA,NA,1,0.991323575,-0.38,-0.96
NA,NA,NA,1,-0.002548314,-0.36,-0.96
NA,NA,NA,1,0.370216894,-0.34,-0.96
NA,NA,NA,1,-0.051257155,-0.32,-0.96
NA,NA,NA,1,0.911576053,-0.3,-0.96
NA,NA,NA,1,0.142945305,-0.28,-0.96
NA,NA,NA,1,0.423099028,-0.26,-0.96
NA,NA,NA,1,0.2703356,-0.24,-0.96
NA,NA,NA,1,-0.911400938,-0.22,-0.96
NA,NA,NA,1,0.948318278,-0.2,-0.96
NA,NA,NA,1,0.991020398,-0.18,-0.96
NA,NA,NA,1,-0.146139346,-0.16,-0.96
NA,NA,NA,1,0.329870828,-0.14,-0.96
NA,NA,NA,1,-0.476430681,-0.12,-0.96
NA,NA,NA,1,0.654944094,-0.1,-0.96
NA,NA,NA,1,0.769712427,-0.08,-0.96
NA,NA,NA,1,0.115334941,-0.06,-0.96
NA,NA,NA,1,-0.204813622,-0.04,-0.96
NA,NA,NA,1,0.383834465,-0.02,-0.96
NA,NA,NA,1,-0.275525652,0,-0.96
NA,NA,NA,1,-0.328199696,0.02,-0.96
NA,NA,NA,1,0.465253245,0.04,-0.96
NA,NA,NA,1,-0.813515833,0.06,-0.96
NA,NA,NA,1,-0.618959306,0.08,-0.96
NA,NA,NA,1,-0.032113801,0.1,-0.96
NA,NA,NA,1,0.102000307,0.12,-0.96
NA,NA,NA,1,-0.933150087,0.14,-0.96
NA,NA,NA,1,0.256540773,0.16,-0.96
NA,NA,NA,1,-0.525825194,0.18,-0.96
NA,NA,NA,1,0.369725638,0.2,-0.96
NA,NA,NA,1,0.853673093,0.22,-0.96
NA,NA,NA,1,0.257638775,0.24,-0.96
NA,NA,NA,1,-0.448530363,0.26,-0.96
NA,NA,NA,1,-0.656693033,0.28,-0.96
NA,NA,NA,1,0.488302624,0.3,-0.96
NA,NA,NA,1,-0.322008659,0.32,-0.96
NA,NA,NA,1,-0.417206861,0.34,-0.96
NA,NA,NA,1,-0.25092152,0.36,-0.96
NA,NA,NA,1,0.202606552,0.38,-0.96
NA,NA,NA,1,-0.27844907,0.4,-0.96
NA,NA,NA,1,-0.977109896,0.42,-0.96
NA,NA,NA,1,0.032259537,0.44,-0.96
NA,NA,NA,1,0.183189321,0.46,-0.96
NA,NA,NA,1,0.750705479,0.48,-0.96
NA,NA,NA,1,-0.027332805,0.5,-0.96
NA,NA,NA,1,0.86258001,0.52,-0.96
NA,NA,NA,1,0.994005011,0.54,-0.96
NA,NA,NA,1,0.473900759,0.56,-0.96
NA,NA,NA,1,-0.397253253,0.58,-0.96
NA,NA,NA,1,-0.029282093,0.6,-0.96
NA,NA,NA,1,0.294388548,0.62,-0.96
NA,NA,NA,1,0.255277236,0.64,-0.96
NA,NA,NA,1,0.467903263,0.66,-0.96
NA,NA,NA,1,0.861495713,0.68,-0.96
NA,NA,NA,1,0.047279249,0.7,-0.96
NA,NA,NA,1,-0.721032538,0.72,-0.96
