y,m1,m2,x1,x2,u,v
NA,NA,NA,1,-0.622006832,0.5,-1
NA,NA,NA,1,-0.54912826,0.52,-1
NA,NA,NA,1,-0.830201352,0.54,-1
NA,NA,NA,1,-0.38110867,0.56,-1
NA,NA,NA,1,-0.220757652,0.58,-1
NA,NA,NA,1,-0.638939301,0.6,-1
NA,NA,NA,1,0.844861025,0.62,-1
NA,NA,NA,1,-0.692095417,0.64,-1
NA,NA,NA,1,0.186134366,0.66,-1
NA,NA,NA,1,-0.332241026,0.68,-1
NA,NA,NA,1,-0.999550791,0.7,-1
NA,NA,NA,1,-0.549232531,0.72,-1
NA,NA,NA,1,-0.948024604,0.74,-1
NA,NA,NA,1,0.207693276,0.76,-1
NA,NA,NA,1,-0.739459511,0.78,-1
NA,NA,NA,1,-0.38871978,0.8,-1
NA,NA,NA,1,0.310486914,0.82,-1
NA,NA,NA,1,0.012791371,0.84,-1
NA,NA,NA,1,0.970543419,0.86,-1
NA,NA,NA,1,0.550055157,0.88,-1
NA,NA,NA,1,-0.265622124,0.9,-1
NA,NA,NA,1,-0.618475019,0.92,-1
NA,NA,NA,1,-0.613370761,0.94,-1
NA,NA,NA,1,-0.84495447,0.96,-1
NA,NA,NA,1,0.038270495,0.98,-1
NA,NA,NA,1,-0.875342666,1,-1
NA,NA,NA,1,-0.010633453,1.02,-1
NA,NA,NA,1,-0.673965198,1.04,-1
NA,NA,NA,1,0.629239632,1.06,-1
NA,NA,NA,1,-0.618121126,1.08,-1
NA,NA,NA,1,-0.381001978,1.1,-1
NA,NA,NA,1,-0.283927859,1.12,-1
NA,NA,NA,1,0.077692002,1.14,-1
NA,NA,NA,1,0.844049557,1.16,-1
NA,NA,NA,1,0.435437104,1.18,-1
NA,NA,NA,1,0.212875308,1.2,-1
NA,NA,NA,1,-0.140493727,1.22,-1
NA,NA,NA,1,-0.146453918,1.24,-1
NA,NA,NA,1,0.207267998,1.26,-1
NA,NA,NA,1,-0.452886386,1.28,-1
NA,NA,NA,1,-0.210063902,1.3,-1
NA,NA,NA,1,0.875442063,1.32,-1
NA,NA,NA,1,0.180314121,1.34,-1
NA,NA,NA,1,-0.249618743,1.36,-1
NA,NA,NA,1,0.04108416,1.38,-1
NA,NA,NA,1,0.255363871,1.4,-1
NA,NA,NA,1,0.762834011,1.42,-1
NA,NA,NA,1,-0.384630783,1.44,-1
NA,NA,NA,1,-0.183525326,1.46,-1
NA,NA,NA,1,0.739835277,1.48,-1
NA,NA,NA,1,0.461132265,1.5,-1
NA,NA,NA,1,0.955202406,1.52,-1
NA,NA,NA,1,-0.292023498,1.54,-1
NA,NA,NA,1,0.835236703,1.56,-1
NA,NA,NA,1,0.291690189,1.58,-1
NA,NA,NA,1,-0.053950542,1.6,-1
NA,NA,NA,1,0.723443021,1.62,-1
NA,NA,NA,1,-0.640525567,1.64,-1
NA,NA,NA,1,0.499269844,1.66,-1
NA,NA,NA,1,0.002705585,1.68,-1
NA,NA,NA,1,0.816111757,1.7,-1
NA,NA,NA,1,-0.84474273,1.72,-1
NA,NA,NA,1,0.658056422,1.74,-1
NA,NA,NA,1,-0.203973184,1.76,-1
NA,NA,NA,1,0.198642106,1.78,-1
NA,NA,NA,1,0.578329824,1.8,-1
NA,NA,NA,1,-0.153305954,1.82,-1
NA,NA,NA,1,0.663460591,1.84,-1
NA,NA,NA,1,0.606471256,1.86,-1
NA,NA,NA,1,-0.953574131,1.88,-1
NA,NA,NA,1,0.95299445,1.9,-1
NA,NA,NA,1,0.180799343,1.92,-1
NA,NA,NA,1,-0.685073161,1.94,-1
NA,NA,NA,1,0.659037834,1.96,-1
NA,NA,NA,1,-0.791871307,1.98,-1
NA,NA,NA,1,-0.488702168,2,-1
NA,NA,NA,1,0.460788483,2.02,-1
NA,NA,NA,1,-0.496709596,2.04,-1
NA,NA,NA,1,0.287632378,2.06,-1
NA,NA,NA,1,0.865981859,2.08,-1
NA,NA,NA,1,0.369502432,2.1,-1
NA,NA,NA,1,-0.671745887,2.12,-1
NA,NA,NA,1,-0.688165382,2.14,-1
NA,NA,NA,1,0.93373035,2.16,-1
NA,NA,NA,1,-0.288455285,2.18,-1
NA,NA,NA,1,0.7204255,2.2,-1
NA,NA,NA,1,-0.601136485,2.22,-1
NA,NA,NA,1,-0.233365124,2.24,-1
NA,NA,NA,1,-0.231662425,2.26,-1
NA,NA,NA,1,0.923652312,2.28,-1
NA,NA,NA,1,0.233641746,2.3,-1
NA,NA,NA,1,0.349994728,2.32,-1
NA,NA,NA,1,-0.992247631,2.34,-1
NA,NA,NA,1,0.677119387,2.36,-1
NA,NA,NA,1,0.743672628,2.38,-1
NA,NA,NA,1,-0.014659071,2.4,-1
NA,NA,NA,1,-0.462854268,2.42,-1
NA,NA,NA,1,-0.277962909,2.44,-1
NA,NA,NA,1,-0.928510115,2.46,-1
NA,NA,NA,1,0.948787482,2.48,-1
NA,NA,NA,1,-0.228380549,2.5,-1
NA,NA,NA,1,0.068653541,2.52,-1
NA,NA,NA,1,0.620038319,2.54,-1
NA,NA,NA,1,0.157676955,2.56,-1
NA,NA,NA,1,-0.083030598,2.58,-1
NA,NA,NA,1,0.200157036,2.6,-1
NA,NA,NA,1,0.364735926,2.62,-1
NA,NA,NA,1,-0.405301865,2.64,-1
NA,NA,NA,1,0.368213196,2.66,-1
NA,NA,NA,1,0.451774199,2.68,-1
NA,NA,NA,1,-0.278841043,2.7,-1
NA,NA,NA,1,-0.145482598,2.72,-1
NA,NA,NA,1,0.451609908,2.74,-1
NA,NA,NA,1,-0.252212278,2.76,-1
NA,NA,NA,1,-0.198250915,2.78,-1
NA,NA,NA,1,-0.993403952,2.8,-1
NA,NA,NA,1,-0.755130333,2.82,-1
NA,NA,NA,1,-0.084132996,2.84,-1
NA,NA,NA,1,-0.136371609,2.86,-1
NA,NA,NA,1,-0.899714615,2.88,-1
NA,NA,NA,1,-0.085579853,2.9,-1
NA,NA,NA,1,-0.411269205,2.92,-1
NA,NA,NA,1,-0.49548977,2.94,-1
NA,NA,NA,1,-0.254080156,2.96,-1
NA,NA,NA,1,0.174672042,2.98,-1
NA,NA,NA,1,-0.149350022,3,-1
NA,NA,NA,1,-0.299373521,3.02,-1
NA,NA,NA,1,-0.857437737,3.04,-1
NA,NA,NA,1,-0.464848239,3.06,-1
NA,NA,NA,1,0.250881093,3.08,-1
NA,NA,NA,1,0.394841775,3.1,-1
NA,NA,NA,1,-0.910124054,3.12,-1
NA,NA,NA,1,-0.064710939,3.14,-1
NA,NA,NA,1,-0.439114074,3.16,-1
NA,NA,NA,1,0.605014504,3.18,-1
NA,NA,NA,1,-0.568167134,3.2,-1
NA,NA,NA,1,-0.889015064,3.22,-1
NA,NA,NA,1,-0.875132113,3.24,-1
NA,NA,NA,1,-0.393498631,3.26,-1
NA,NA,NA,1,0.980606514,3.28,-1
NA,NA,NA,1,0.374984075,3.3,-1
NA,NA,NA,1,0.634006522,3.32,-1
NA,NA,NA,1,-0.268897444,3.34,-1
NA,NA,NA,1,-0.869302665,3.36,-1
NA,NA,NA,1,-0.10476302,3.38,-1
NA,NA,NA,1,-0.022096958,3.4,-1
NA,NA,NA,1,-0.465149234,3.42,-1
NA,NA,NA,1,-0.859834474,3.44,-1
NA,NA,NA,1,-0.860917094,3.46,-1
NA,NA,NA,1,0.141154052,3.48,-1
NA,NA,NA,1,0.474898604,3.5,-1
NA,NA,NA,1,-0.962498498,-1,-0.98
NA,NA,NA,1,-0.152157763,-0.98,-0.98
NA,NA,NA,1,0.533657976,-0.96,-0.98
NA,NA,NA,1,-0.809361793,-0.94,-0.98
NA,NA,NA,1,-0.185549092,-0.92,-0.98
NA,NA,NA,1,0.103659004,-0.9,-0.98
NA,NA,NA,1,0.74707006,-0.88,-0.98
NA,NA,NA,1,-0.669260094,-0.86,-0.98
NA,NA,NA,1,0.400276427,-0.84,-0.98
NA,NA,NA,1,0.730044882,-0.82,-0.98
NA,NA,NA,1,-0.909116858,-0.8,-0.98
NA,NA,NA,1,-0.961509599,-0.78,-0.98
NA,NA,NA,1,0.506475401,-0.76,-0.98
NA,NA,NA,1,0.622647474,-0.74,-0.98
NA,NA,NA,1,0.495019322,-0.72,-0.98
NA,NA,NA,1,0.868263829,-0.7,-0.98
NA,NA,NA,1,0.396176584,-0.68,-0.98
NA,NA,NA,1,-0.674701485,-0.66,-0.98
NA,NA,NA,1,-0.255031058,-0.64,-0.98
NA,NA,NA,1,-0.280562182,-0.62,-0.98
NA,NA,NA,1,-0.504747004,-0.6,-0.98
NA,NA,NA,1,0.658277894,-0.58,-0.98
NA,NA,NA,1,-0.502190052,-0.56,-0.98
NA,NA,NA,1,-0.340491636,-0.54,-0.98
NA,NA,NA,1,-0.351892913,-0.52,-0.98
NA,NA,NA,1,0.393460904,-0.5,-0.98
NA,NA,NA,1,-0.312633262,-0.48,-0.98
NA,NA,NA,1,-0.61990561,-0.46,-0.98
NA,NA,NA,1,0.225409822,-0.44,-0.98
NA,NA,NA,1,0.988937384,-0.42,-0.98
NA,NA,NA,1,0.529523877,-0.4,-0.98
NA,NA,NA,1,-0.742192011,-0.38,-0.98
NA,NA,NA,1,0.716312118,-0.36,-0.98
NA,NA,NA,1,-0.07069478,-0.34,-0.98
NA,NA,NA,1,-0.191129995,-0.32,-0.98
NA,NA,NA,1,0.887669743,-0.3,-0.98
NA,NA,NA,1,-0.641614258,-0.28,-0.98
NA,NA,NA,1,0.517799964,-0.26,-0.98
NA,NA,NA,1,-0.376075502,-0.24,-0.98
NA,NA,NA,1,0.696704833,-0.22,-0.98
NA,NA,NA,1,-0.12235602,-0.2,-0.98
NA,NA,NA,1,0.335424869,-0.18,-0.98
NA,NA,NA,1,-0.675922982,-0.16,-0.98
NA,NA,NA,1,-0.49481447,-0.14,-0.98
NA,NA,NA,1,-0.274412891,-0.12,-0.98
NA,NA,NA,1,-0.239968411,-0.1,-0.98
NA,NA,NA,1,0.770878111,-0.08,-0.98
NA,NA,NA,1,-0.24444807,-0.06,-0.98
NA,NA,NA,1,0.17829511,-0.04,-0.98
NA,NA,NA,1,0.818579616,-0.02,-0.98
NA,NA,NA,1,-0.216293979,0,-0.98
NA,NA,NA,1,0.527684495,0.02,-0.98
NA,NA,NA,1,0.685584125,0.04,-0.98
NA,NA,NA,1,0.324012618,0.06,-0.98
NA,NA,NA,1,0.201657054,0.08,-0.98
NA,NA,NA,1,0.487425667,0.1,-0.98
NA,NA,NA,1,0.08304342,0.12,-0.98
NA,NA,NA,1,0.286821445,0.14,-0.98
NA,NA,NA,1,-0.776450292,0.16,-0.98
NA,NA,NA,1,-0.861863602,0.18,-0.98
NA,NA,NA,1,-0.953783144,0.2,-0.98
NA,NA,NA,1,-0.516307194,0.22,-0.98
NA,NA,NA,1,0.683127701,0.24,-0.98
NA,NA,NA,1,0.269040707,0.26,-0.98
NA,NA,NA,1,0.610422719,0.28,-0.98
NA,NA,NA,1,-0.343979308,0.3,-0.98
NA,NA,NA,1,0.987257636,0.32,-0.98
NA,NA,NA,1,0.431810824,0.34,-0.98
NA,NA,NA,1,0.52793947,0.36,-0.98
NA,NA,NA,1,-0.192188676,0.38,-0.98
NA,NA,NA,1,-0.634957219,0.4,-0.98
NA,NA,NA,1,-0.851511742,0.42,-0.98
NA,NA,NA,1,-0.19852986,0.44,-0.98
NA,NA,NA,1,0.452360925,0.46,-0.98
NA,NA,NA,1,0.65960034,0.48,-0.98
NA,NA,NA,1,-0.42012571,0.5,-0.98
NA,NA,NA,1,0.289082442,0.52,-0.98
NA,NA,NA,1,-0.260544174,0.54,-0.98
NA,NA,NA,1,0.901436293,0.56,-0.98
NA,NA,NA,1,-0.094608288,0.58,-0.98
NA,NA,NA,1,0.013674951,0.6,-0.98
NA,NA,NA,1,0.576147187,0.62,-0.98
NA,NA,NA,1,-0.465851323,0.64,-0.98
NA,NA,NA,1,-0.82331995,0.66,-0.98
NA,NA,NA,1,0.687448285,0.68,-0.98
NA,NA,NA,1,-0.623492094,0.7,-0.98
NA,NA,NA,1,0.980259866,0.72,-0.98
NA,NA,NA,1,-0.291886627,0.74,-0.98
NA,NA,NA,1,-0.403754348,0.76,-0.98
NA,NA,NA,1,-0.221879555,0.78,-0.98
NA,NA,NA,1,0.857859119,0.8,-0.98
NA,NA,NA,1,-0.656302369,0.82,-0.98
NA,NA,NA,1,0.482046014,0.84,-0.98
NA,NA,NA,1,-0.098814436,0.86,-0.98
NA,NA,NA,1,0.492055282,0.88,-0.98
NA,NA,NA,1,-0.84436032,0.9,-0.98
NA,NA,NA,1,-0.193354842,0.92,-0.98
NA,NA,NA,1,0.127523126,0.94,-0.98
NA,NA,NA,1,-0.915377895,0.96,-0.98
NA,NA,NA,1,-0.959537345,0.98,-0.98
NA,NA,NA,1,0.029929654,1,-0.98
NA,NA,NA,1,0.193613655,1.02,-0.98
NA,NA,NA,1,0.574020836,1.04,-0.98
NA,NA,NA,1,0.179609263,1.06,-0.98
NA,NA,NA,1,-0.692722754,1.08,-0.98
NA,NA,NA,1,-0.15594553,1.1,-0.98
NA,NA,NA,1,-0.418314148,1.12,-0.98
NA,NA,NA,1,-0.6555202,1.14,-0.98
NA,NA,NA,1,0.78429409,1.16,-0.98
NA,NA,NA,1,0.034582696,1.18,-0.98
NA,NA,NA,1,0.96700233,1.2,-0.98
NA,NA,NA,1,-0.839906164,1.22,-0.98
NA,NA,NA,1,0.083497772,1.24,-0.98
NA,NA,NA,1,0.68867336,1.26,-0.98
NA,NA,NA,1,0.438820806,1.28,-0.98
NA,NA,NA,1,-0.508629775,1.3,-0.98
NA,NA,NA,1,-0.042112601,1.32,-0.98
NA,NA,NA,1,-0.542871844,1.34,-0.98
NA,NA,NA,1,0.173157695,1.36,-0.98
NA,NA,NA,1,-0.042624115,1.38,-0.98
NA,NA,NA,1,-0.539293462,1.4,-0.98
NA,NA,NA,1,-0.037257799,1.42,-0.98
NA,NA,NA,1,-0.686485406,1.44,-0.98
NA,NA,NA,1,0.47089281,1.46,-0.98
NA,NA,NA,1,-0.689417131,1.48,-0.98
NA,NA,NA,1,0.213488814,1.5,-0.98
NA,NA,NA,1,-0.234048904,1.52,-0.98
NA,NA,NA,1,-0.472319766,1.54,-0.98
NA,NA,NA,1,0.155570539,1.56,-0.98
NA,NA,NA,1,-0.067553309,1.58,-0.98
NA,NA,NA,1,0.350052086,1.6,-0.98
NA,NA,NA,1,-0.380078342,1.62,-0.98
NA,NA,NA,1,-0.71647159,1.64,-0.98
NA,NA,NA,1,-0.695861156,1.66,-0.98
NA,NA,NA,1,-0.687456044,1.68,-0.98
NA,NA,NA,1,0.811489752,1.7,-0.98
NA,NA,NA,1,-0.867595452,1.72,-0.98
NA,NA,NA,1,0.157449549,1.74,-0.98
NA,NA,NA,1,0.044476002,1.76,-0.98
NA,NA,NA,1,-0.808749035,1.78,-0.98
NA,NA,NA,1,0.021234586,1.8,-0.98
NA,NA,NA,1,-0.24763415,1.82,-0.98
NA,NA,NA,1,-0.285675739,1.84,-0.98
NA,NA,NA,1,-0.055285096,1.86,-0.98
NA,NA,NA,1,-0.300189719,1.88,-0.98
NA,NA,NA,1,-0.693913894,1.9,-0.98
NA,NA,NA,1,-0.495389892,1.92,-0.98
NA,NA,NA,1,0.585284406,1.94,-0.98
NA,NA,NA,1,-0.084381284,1.96,-0.98
NA,NA,NA,1,0.542920343,1.98,-0.98
NA,NA,NA,1,0.671938053,2,-0.98
NA,NA,NA,1,0.114182891,2.02,-0.98
NA,NA,NA,1,0.03300822,2.04,-0.98
NA,NA,NA,1,0.05475036,2.06,-0.98
NA,NA,NA,1,-0.844464226,2.08,-0.98
NA,NA,NA,1,0.104286946,2.1,-0.98
NA,NA,NA,1,-0.289322447,2.12,-0.98
NA,NA,NA,1,-0.388494709,2.14,-0.98
NA,NA,NA,1,0.132499591,2.16,-0.98
NA,NA,NA,1,0.323525583,2.18,-0.98
NA,NA,NA,1,-0.229576486,2.2,-0.98
NA,NA,NA,1,-0.020268557,2.22,-0.98
NA,NA,NA,1,0.872644364,2.24,-0.98
NA,NA,NA,1,0.109127929,2.26,-0.98
NA,NA,NA,1,-0.457032002,2.28,-0.98
NA,NA,NA,1,0.450507573,2.3,-0.98
NA,NA,NA,1,0.193176067,2.32,-0.98
NA,NA,NA,1,-0.559848725,2.34,-0.98
NA,NA,NA,1,0.493462255,2.36,-0.98
NA,NA,NA,1,-0.228598983,2.38,-0.98
NA,NA,NA,1,-0.754385831,2.4,-0.98
NA,NA,NA,1,-0.415448768,2.42,-0.98
NA,NA,NA,1,-0.112764937,2.44,-0.98
NA,NA,NA,1,-0.308022323,2.46,-0.98
NA,NA,NA,1,-0.567783827,2.48,-0.98
NA,NA,NA,1,0.518427008,2.5,-0.98
NA,NA,NA,1,-0.22271595,2.52,-0.98
NA,NA,NA,1,0.236829016,2.54,-0.98
NA,NA,NA,1,-0.554512445,2.56,-0.98
NA,NA,NA,1,0.788310993,2.58,-0.98
NA,NA,NA,1,0.847213545,2.6,-0.98
NA,NA,NA,1,0.241233096,2.62,-0.98
NA,NA,NA,1,0.016185977,2.64,-0.98
NA,NA,NA,1,0.792887944,2.66,-0.98
NA,NA,NA,1,-0.763966815,2.68,-0.98
NA,NA,NA,1,0.249415637,2.7,-0.98
NA,NA,NA,1,-0.305376549,2.72,-0.98
NA,NA,NA,1,0.780854604,2.74,-0.98
NA,NA,NA,1,0.186445013,2.76,-0.98
NA,NA,NA,1,0.411499968,2.78,-0.98
NA,NA,NA,1,0.537016105,2.8,-0.98
NA,NA,NA,1,-0.062664524,2.82,-0.98
NA,NA,NA,1,-0.108563949,2.84,-0.98
NA,NA,NA,1,0.703900468,2.86,-0.98
NA,NA,NA,1,0.687181482,2.88,-0.98
NA,NA,NA,1,0.658716368,2.9,-0.98
NA,NA,NA,1,-0.408713216,2.92,-0.98
NA,NA,NA,1,-0.808068769,2.94,-0.98
NA,NA,NA,1,0.492127453,2.96,-0.98
NA,NA,NA,1,0.992942901,2.98,-0.98
NA,NA,NA,1,0.623178953,3,-0.98
NA,NA,NA,1,0.651109405,3.02,-0.98
NA,NA,NA,1,0.738215577,3.04,-0.98
NA,NA,NA,1,-0.641327392,3.06,-0.98
NA,NA,NA,1,0.709964256,3.08,-0.98
NA,NA,NA,1,0.169071322,3.1,-0.98
NA,NA,NA,1,-0.06423262,3.12,-0.98
NA,NA,NA,1,0.172153683,3.14,-0.98
NA,NA,NA,1,-0.592377987,3.16,-0.98
NA,NA,NA,1,0.653135711,3.18,-0.98
NA,NA,NA,1,-0.442270772,3.2,-0.98
NA,NA,NA,1,-0.187562504,3.22,-0.98
NA,NA,NA,1,0.771008226,3.24,-0.98
NA,NA,NA,1,0.559965583,3.26,-0.98
NA,NA,NA,1,-0.11759935,3.28,-0.98
NA,NA,NA,1,-0.776027195,3.3,-0.98
NA,NA,NA,1,-0.386613077,3.32,-0.98
NA,NA,NA,1,-0.050731012,3.34,-0.98
NA,NA,NA,1,-0.707274955,3.36,-0.98
NA,NA,NA,1,-0.46489989,3.38,-0.98
NA,NA,NA,1,0.449860709,3.4,-0.98
NA,NA,NA,1,0.756561951,3.42,-0.98
NA,NA,NA,1,-0.453885837,3.44,-0.98
NA,NA,NA,1,-0.525486759,3.46,-0.98
NA,NA,NA,1,0.144192366,3.48,-0.98
NA,NA,NA,1,-0.69826638,3.5,-0.98
NA,NA,NA,1,0.106104849,-1,-0.96
NA,NA,NA,1,0.886296373,-0.98,-0.96
NA,NA,NA,1,0.462674863,-0.96,-0.96
NA,NA,NA,1,-0.369320051,-0.94,-0.96
NA,NA,NA,1,-0.989235354,-0.92,-0.96
NA,NA,NA,1,0.645211621,-0.9,-0.96
NA,NA,NA,1,0.268164068,-0.88,-0.96
NA,NA,NA,1,-0.155661135,-0.86,-0.96
NA,NA,NA,1,0.931508587,-0.84,-0.96
NA,NA,NA,1,0.245109599,-0.82,-0.96
NA,NA,NA,1,0.782106048,-0.8,-0.96
NA,NA,NA,1,0.040562782,-0.78,-0.96
NA,NA,NA,1,0.572893525,-0.76,-0.96
NA,NA,NA,1,0.862960085,-0.74,-0.96
NA,NA,NA,1,-0.059381581,-0.72,-0.96
NA,NA,NA,1,-0.857811795,-0.7,-0.96
NA,NA,NA,1,0.908871493,-0.68,-0.96
NA,NA,NA,1,0.899674261,-0.66,-0.96
NA,NA,NA,1,0.828969283,-0.64,-0.96
NA,NA,NA,1,0.722466286,-0.62,-0.96
NA,NA,NA,1,-0.528245689,-0.6,-0.96
NA,NA,NA,1,0.703806015,-0.58,-0.96
NA,NA,NA,1,-0.393725888,-0.56,-0.96
NA,NA,NA,1,0.798212298,-0.54,-0.96
NA,NA,NA,1,-0.281021803,-0.52,-0.96
NA,NA,NA,1,-0.879450819,-0.5,-0.96
NA,NA,NA,1,0.714344644,-0.48,-0.96
NA,NA,NA,1,0.70543242,-0.46,-0.96
NA,NA,NA,1,-0.247507235,-0.44,-0.96
NA,NA,NA,1,-0.127313531,-0.42,-0.96
NA,NA,NA,1,0.238718909,-0.4,-0.96
NA,NA,NA,1,0.183912997,-0.38,-0.96
NA,NA,NA,1,0.819273595,-0.36,-0.96
NA,NA,NA,1,-0.737332051,-0.34,-0.96
NA,NA,NA,1,-0.70422847,-0.32,-0.96
NA,NA,NA,1,0.101274339,-0.3,-0.96
NA,NA,NA,1,-0.994158429,-0.28,-0.96
NA,NA,NA,1,0.128468108,-0.26,-0.96
NA,NA,NA,1,0.371548425,-0.24,-0.96
NA,NA,NA,1,0.654135316,-0.22,-0.96
NA,NA,NA,1,0.997138779,-0.2,-0.96
NA,NA,NA,1,-0.042528248,-0.18,-0.96
NA,NA,NA,1,0.048973023,-0.16,-0.96
NA,NA,NA,1,-0.240271373,-0.14,-0.96
NA,NA,NA,1,-0.903012249,-0.12,-0.96
NA,NA,NA,1,-0.718939652,-0.1,-0.96
NA,NA,NA,1,0.385752204,-0.08,-0.96
NA,NA,NA,1,0.207622679,-0.06,-0.96
NA,NA,NA,1,-0.158860237,-0.04,-0.96
NA,NA,NA,1,0.96262482,-0.02,-0.96
NA,NA,NA,1,-0.904993978,0,-0.96
NA,NA,NA,1,0.216888365,0.02,-0.96
NA,NA,NA,1,0.626072386,0.04,-0.96
NA,NA,NA,1,0.692368612,0.06,-0.96
NA,NA,NA,1,0.060953114,0.08,-0.96
NA,NA,NA,1,0.036276869,0.1,-0.96
NA,NA,NA,1,-0.427211511,0.12,-0.96
NA,NA,NA,1,-0.646152249,0.14,-0.96
NA,NA,NA,1,-0.606046931,0.16,-0.96
NA,NA,NA,1,0.116908584,0.18,-0.96
NA,NA,NA,1,0.836195105,0.2,-0.96
NA,NA,NA,1,0.738426431,0.22,-0.96
NA,NA,NA,1,-0.938880355,0.24,-0.96
NA,NA,NA,1,-0.475932129,0.26,-0.96
NA,NA,NA,1,0.246716836,0.28,-0.96
NA,NA,NA,1,-0.236483363,0.3,-0.96
NA,NA,NA,1,-0.27151411,0.32,-0.96
NA,NA,NA,1,0.486676989,0.34,-0.96
NA,NA,NA,1,-0.192764181,0.36,-0.96
NA,NA,NA,1,-0.759722234,0.38,-0.96
NA,NA,NA,1,0.774311295,0.4,-0.96
NA,NA,NA,1,-0.725992063,0.42,-0.96
NA,NA,NA,1,-0.220213731,0.44,-0.96
NA,NA,NA,1,0.944687429,0.46,-0.96
NA,NA,NA,1,-0.240490458,0.48,-0.96
NA,NA,NA,1,0.346540381,0.5,-0.96
NA,NA,NA,1,-0.777542147,0.52,-0.96
NA,NA,NA,1,-0.038966827,0.54,-0.96
NA,NA,NA,1,0.472170194,0.56,-0.96
NA,NA,NA,1,-0.021381084,0.58,-0.96
NA,NA,NA,1,-0.498299389,0.6,-0.96
NA,NA,NA,1,0.005497432,0.62,-0.96
NA,NA,NA,1,0.321100717,0.64,-0.96
NA,NA,NA,1,0.349544615,0.66,-0.96
NA,NA,NA,1,0.053194348,0.68,-0.96
NA,NA,NA,1,-0.769047815,0.7,-0.96
NA,NA,NA,1,0.727520058,0.72,-0.96
